session_id,split,preset,scenario,window_end_drop_number,future_start_drop_number,future_end_drop_number,label,ratio_t_minus_19,ratio_t_minus_18,ratio_t_minus_17,ratio_t_minus_16,ratio_t_minus_15,ratio_t_minus_14,ratio_t_minus_13,ratio_t_minus_12,ratio_t_minus_11,ratio_t_minus_10,ratio_t_minus_9,ratio_t_minus_8,ratio_t_minus_7,ratio_t_minus_6,ratio_t_minus_5,ratio_t_minus_4,ratio_t_minus_3,ratio_t_minus_2,ratio_t_minus_1,ratio_t_minus_0,error_percent_t_minus_19,error_percent_t_minus_18,error_percent_t_minus_17,error_percent_t_minus_16,error_percent_t_minus_15,error_percent_t_minus_14,error_percent_t_minus_13,error_percent_t_minus_12,error_percent_t_minus_11,error_percent_t_minus_10,error_percent_t_minus_9,error_percent_t_minus_8,error_percent_t_minus_7,error_percent_t_minus_6,error_percent_t_minus_5,error_percent_t_minus_4,error_percent_t_minus_3,error_percent_t_minus_2,error_percent_t_minus_1,error_percent_t_minus_0,delta_ratio_t_minus_19,delta_ratio_t_minus_18,delta_ratio_t_minus_17,delta_ratio_t_minus_16,delta_ratio_t_minus_15,delta_ratio_t_minus_14,delta_ratio_t_minus_13,delta_ratio_t_minus_12,delta_ratio_t_minus_11,delta_ratio_t_minus_10,delta_ratio_t_minus_9,delta_ratio_t_minus_8,delta_ratio_t_minus_7,delta_ratio_t_minus_6,delta_ratio_t_minus_5,delta_ratio_t_minus_4,delta_ratio_t_minus_3,delta_ratio_t_minus_2,delta_ratio_t_minus_1,delta_ratio_t_minus_0
syn_0076,train,slow,irregular,54,55,59,1,0.616,0.605333,0.835333,0.958667,1.026667,1.067333,1.068667,1.073333,1.076667,1.069333,1.072,0.877333,0.775333,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,-38.4,-39.4667,-16.4667,-4.1333,2.6667,6.7333,6.8667,7.3333,7.6667,6.9333,7.2,-12.2667,-22.4667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,0.0,-0.010667,0.23,0.123333,0.068,0.040667,0.001333,0.004667,0.003333,-0.007333,0.002667,-0.194667,-0.102,-0.054667,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333
syn_0076,train,slow,irregular,55,56,60,1,0.605333,0.835333,0.958667,1.026667,1.067333,1.068667,1.073333,1.076667,1.069333,1.072,0.877333,0.775333,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,-39.4667,-16.4667,-4.1333,2.6667,6.7333,6.8667,7.3333,7.6667,6.9333,7.2,-12.2667,-22.4667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,0.0,0.23,0.123333,0.068,0.040667,0.001333,0.004667,0.003333,-0.007333,0.002667,-0.194667,-0.102,-0.054667,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333
syn_0076,train,slow,irregular,56,57,61,1,0.835333,0.958667,1.026667,1.067333,1.068667,1.073333,1.076667,1.069333,1.072,0.877333,0.775333,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,-16.4667,-4.1333,2.6667,6.7333,6.8667,7.3333,7.6667,6.9333,7.2,-12.2667,-22.4667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,0.0,0.123333,0.068,0.040667,0.001333,0.004667,0.003333,-0.007333,0.002667,-0.194667,-0.102,-0.054667,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333
syn_0076,train,slow,irregular,57,58,62,1,0.958667,1.026667,1.067333,1.068667,1.073333,1.076667,1.069333,1.072,0.877333,0.775333,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,-4.1333,2.6667,6.7333,6.8667,7.3333,7.6667,6.9333,7.2,-12.2667,-22.4667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,0.0,0.068,0.040667,0.001333,0.004667,0.003333,-0.007333,0.002667,-0.194667,-0.102,-0.054667,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333
syn_0076,train,slow,irregular,58,59,63,1,1.026667,1.067333,1.068667,1.073333,1.076667,1.069333,1.072,0.877333,0.775333,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,2.6667,6.7333,6.8667,7.3333,7.6667,6.9333,7.2,-12.2667,-22.4667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,0.0,0.040667,0.001333,0.004667,0.003333,-0.007333,0.002667,-0.194667,-0.102,-0.054667,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002
syn_0076,train,slow,irregular,59,60,64,1,1.067333,1.068667,1.073333,1.076667,1.069333,1.072,0.877333,0.775333,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,6.7333,6.8667,7.3333,7.6667,6.9333,7.2,-12.2667,-22.4667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,0.0,0.001333,0.004667,0.003333,-0.007333,0.002667,-0.194667,-0.102,-0.054667,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333
syn_0076,train,slow,irregular,60,61,65,1,1.068667,1.073333,1.076667,1.069333,1.072,0.877333,0.775333,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,6.8667,7.3333,7.6667,6.9333,7.2,-12.2667,-22.4667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,0.0,0.004667,0.003333,-0.007333,0.002667,-0.194667,-0.102,-0.054667,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004
syn_0076,train,slow,irregular,61,62,66,1,1.073333,1.076667,1.069333,1.072,0.877333,0.775333,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,7.3333,7.6667,6.9333,7.2,-12.2667,-22.4667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,0.0,0.003333,-0.007333,0.002667,-0.194667,-0.102,-0.054667,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667
syn_0076,train,slow,irregular,62,63,67,1,1.076667,1.069333,1.072,0.877333,0.775333,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,7.6667,6.9333,7.2,-12.2667,-22.4667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,0.0,-0.007333,0.002667,-0.194667,-0.102,-0.054667,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667
syn_0076,train,slow,irregular,63,64,68,1,1.069333,1.072,0.877333,0.775333,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,6.9333,7.2,-12.2667,-22.4667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,0.0,0.002667,-0.194667,-0.102,-0.054667,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667,0.004
syn_0076,train,slow,irregular,64,65,69,1,1.072,0.877333,0.775333,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,7.2,-12.2667,-22.4667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,0.0,-0.194667,-0.102,-0.054667,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333
syn_0076,train,slow,irregular,65,66,70,1,0.877333,0.775333,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,-12.2667,-22.4667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,0.0,-0.102,-0.054667,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667
syn_0076,train,slow,irregular,66,67,71,1,0.775333,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,-22.4667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,0.0,-0.054667,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333
syn_0076,train,slow,irregular,67,68,72,1,0.720667,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,-27.9333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.0,-0.035333,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667
syn_0076,train,slow,irregular,68,69,73,1,0.685333,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,-31.4667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,0.0,-0.016667,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333
syn_0076,train,slow,irregular,69,70,74,1,0.668667,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,-33.1333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,0.0,-0.006667,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667
syn_0076,train,slow,irregular,70,71,75,1,0.662,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,-33.8,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,0.0,0.188667,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333
syn_0076,train,slow,irregular,71,72,76,2,0.850667,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,-14.9333,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,0.0,0.110667,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333
syn_0076,train,slow,irregular,72,73,77,2,0.961333,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,-3.8667,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,0.0,0.057333,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667
syn_0076,train,slow,irregular,73,74,78,2,1.018667,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,1.8667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,0.0,0.037333,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333
syn_0076,train,slow,irregular,74,75,79,2,1.056,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,5.6,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,0.0,-0.007333,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667
syn_0076,train,slow,irregular,75,76,80,2,1.048667,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,4.8667,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,0.0,-0.009333,0.002,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667
syn_0076,train,slow,irregular,76,77,81,3,1.039333,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,3.9333,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,0.0,0.002,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188
syn_0076,train,slow,irregular,77,78,82,3,1.041333,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,4.1333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,0.0,-0.003333,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106
syn_0076,train,slow,irregular,78,79,83,3,1.038,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,3.8,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,0.0,-0.004,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333
syn_0076,train,slow,irregular,79,80,84,3,1.034,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,3.4,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,0.0,0.004667,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333,0.032
syn_0076,train,slow,irregular,80,81,85,2,1.038667,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,3.8667,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,0.0,0.004667,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333,0.032,0.014667
syn_0076,train,slow,irregular,81,82,86,2,1.043333,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,4.3333,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,0.0,0.004,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333,0.032,0.014667,0.007333
syn_0076,train,slow,irregular,82,83,87,2,1.047333,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,1.372,4.7333,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,37.2,0.0,-0.011333,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333,0.032,0.014667,0.007333,0.006667
syn_0076,train,slow,irregular,83,84,88,2,1.036,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,1.372,1.380667,3.6,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,37.2,38.0667,0.0,-0.006667,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333,0.032,0.014667,0.007333,0.006667,0.008667
syn_0076,train,slow,irregular,84,85,89,1,1.029333,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,1.372,1.380667,1.184667,2.9333,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,37.2,38.0667,18.4667,0.0,-0.005333,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333,0.032,0.014667,0.007333,0.006667,0.008667,-0.196
syn_0076,train,slow,irregular,85,86,90,1,1.024,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,1.372,1.380667,1.184667,1.074,2.4,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,37.2,38.0667,18.4667,7.4,0.0,0.004667,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333,0.032,0.014667,0.007333,0.006667,0.008667,-0.196,-0.110667
syn_0076,train,slow,irregular,86,87,91,1,1.028667,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,1.372,1.380667,1.184667,1.074,1.016,2.8667,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,37.2,38.0667,18.4667,7.4,1.6,0.0,-0.023333,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333,0.032,0.014667,0.007333,0.006667,0.008667,-0.196,-0.110667,-0.058
syn_0076,train,slow,irregular,87,88,92,1,1.005333,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,1.372,1.380667,1.184667,1.074,1.016,0.986,0.5333,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,37.2,38.0667,18.4667,7.4,1.6,-1.4,0.0,-0.016667,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333,0.032,0.014667,0.007333,0.006667,0.008667,-0.196,-0.110667,-0.058,-0.03
syn_0076,train,slow,irregular,88,89,93,1,0.988667,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,1.372,1.380667,1.184667,1.074,1.016,0.986,1.014667,-1.1333,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,37.2,38.0667,18.4667,7.4,1.6,-1.4,1.4667,0.0,-0.003333,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333,0.032,0.014667,0.007333,0.006667,0.008667,-0.196,-0.110667,-0.058,-0.03,0.028667
syn_0076,train,slow,irregular,89,90,94,1,0.985333,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,1.372,1.380667,1.184667,1.074,1.016,0.986,1.014667,1.03,-1.4667,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,37.2,38.0667,18.4667,7.4,1.6,-1.4,1.4667,3.0,0.0,-0.005333,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333,0.032,0.014667,0.007333,0.006667,0.008667,-0.196,-0.110667,-0.058,-0.03,0.028667,0.015333
syn_0076,train,slow,irregular,90,91,95,1,0.98,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,1.372,1.380667,1.184667,1.074,1.016,0.986,1.014667,1.03,1.039333,-2.0,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,37.2,38.0667,18.4667,7.4,1.6,-1.4,1.4667,3.0,3.9333,0.0,0.004667,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333,0.032,0.014667,0.007333,0.006667,0.008667,-0.196,-0.110667,-0.058,-0.03,0.028667,0.015333,0.009333
syn_0076,train,slow,irregular,91,92,96,1,0.984667,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,1.372,1.380667,1.184667,1.074,1.016,0.986,1.014667,1.03,1.039333,1.038,-1.5333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,37.2,38.0667,18.4667,7.4,1.6,-1.4,1.4667,3.0,3.9333,3.8,0.0,-0.001333,-0.010667,-0.004667,0.188,0.106,0.049333,0.032,0.014667,0.007333,0.006667,0.008667,-0.196,-0.110667,-0.058,-0.03,0.028667,0.015333,0.009333,-0.001333
syn_0076,train,slow,irregular,92,93,97,1,0.983333,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,1.372,1.380667,1.184667,1.074,1.016,0.986,1.014667,1.03,1.039333,1.038,1.041333,-1.6667,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,37.2,38.0667,18.4667,7.4,1.6,-1.4,1.4667,3.0,3.9333,3.8,4.1333,0.0,-0.010667,-0.004667,0.188,0.106,0.049333,0.032,0.014667,0.007333,0.006667,0.008667,-0.196,-0.110667,-0.058,-0.03,0.028667,0.015333,0.009333,-0.001333,0.003333
syn_0076,train,slow,irregular,93,94,98,1,0.972667,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,1.372,1.380667,1.184667,1.074,1.016,0.986,1.014667,1.03,1.039333,1.038,1.041333,1.042,-2.7333,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,37.2,38.0667,18.4667,7.4,1.6,-1.4,1.4667,3.0,3.9333,3.8,4.1333,4.2,0.0,-0.004667,0.188,0.106,0.049333,0.032,0.014667,0.007333,0.006667,0.008667,-0.196,-0.110667,-0.058,-0.03,0.028667,0.015333,0.009333,-0.001333,0.003333,0.000667
syn_0076,train,slow,irregular,94,95,99,1,0.968,1.156,1.262,1.311333,1.343333,1.358,1.365333,1.372,1.380667,1.184667,1.074,1.016,0.986,1.014667,1.03,1.039333,1.038,1.041333,1.042,1.046667,-3.2,15.6,26.2,31.1333,34.3333,35.8,36.5333,37.2,38.0667,18.4667,7.4,1.6,-1.4,1.4667,3.0,3.9333,3.8,4.1333,4.2,4.6667,0.0,0.188,0.106,0.049333,0.032,0.014667,0.007333,0.006667,0.008667,-0.196,-0.110667,-0.058,-0.03,0.028667,0.015333,0.009333,-0.001333,0.003333,0.000667,0.004667
